661772;72ПЛ;2670;
661748;72ПЛ;2670;
661768;72ПЛ;2670;
661759;72ПЛ;2670;
661763;72ПЛ;2670;
661777;72ПЛ;2670;
661752;72ПЛ;2670;
661750;72ПЛ;2670;
661755;72ПЛ;2670;
2167497;72ПЛ;2670;
2146202;72ПЛ;2670;
﻿405331;72АМ;2670;
405334;72АМ;2670;
405330;72АМ;2670;
405618;72АМ;2670;
405619;72АМ;2670;
405332;72АМ;2670;
405336;72АМ;2670;
34345;72АМ;2670;
405335;72АМ;2670;
405617;72АМ;2670;
2146203;72АМ;2670;
665916;72Н;2500;
665917;72Н;2500;
661900;72Н;2500;
665929;72Н;2500;
665930;72Н;2500;
661901;72Н;2500;
665923;72Н;2500;
665693;72Н;2500;
665926;72Н;2500;
2146204;72Н;2500;
941617;72ЧМ;2500;
939664;72ЧМ;2500;
2146188;72ЧМ;2500;
2146206;72ЧМ;2500;
2146207;72ЧМ;2500;
2146208;72ЧМ;2500;
2146209;72ЧМ;2500;
661771;72Б;2500;
665918;72Б;2500;
661767;72Б;2500;
661758;72Б;2500;
661762;72Б;2500;
661775;72Б;2500;
941600;72Б;2500;
665924;72Б;2500;
665920;72Б;2500;
665927;72Б;2500;
2146205;72Б;2500;
938852;72ЧМБ;2815;
2146186;72ЧМБ;2815;
2146200;72ЧМБ;2815;
938853;72ЧМЖ;2815;
2146187;72ЧМЖ;2815;
2146201;72ЧМЖ;2815;
938850;72ЧМК;2815;
792951;72ЧМК;2815;
941618;72ЧМК;2815;
941619;72ЧМК;2815;
939653;72ЧМК;2815;
408751;64ПЛ;2670;
408769;64ПЛ;2670;
408756;64ПЛ;2670;
408747;64ПЛ;2670;
408795;64ПЛ;2670;
408773;64ПЛ;2670;
408805;64ПЛ;2670;
408760;64ПЛ;2670;
408801;64ПЛ;2670;
408787;64ПЛ;2670;
408782;64ПЛ;2670;
408791;64ПЛ;2670;
408765;64ПЛ;2670;
408778;64ПЛ;2670;
2146161;64ПЛ;2670;
408753;64АМ;2670;
408770;64АМ;2670;
408757;64АМ;2670;
408748;64АМ;2670;
408797;64АМ;2670;
408775;64АМ;2670;
408806;64АМ;2670;
408761;64АМ;2670;
408802;64АМ;2670;
408788;64АМ;2670;
408783;64АМ;2670;
408792;64АМ;2670;
408766;64АМ;2670;
408779;64АМ;2670;
2146162;64АМ;2670;
661897;64НС;2670;
408809;66ПЛ;2670;
408810;66АМ;2670;
665886;64Н;2500;
665893;64Н;2500;
665888;64Н;2500;
661899;64Н;2500;
941599;64Н;2500;
665907;64Н;2500;
665896;64Н;2500;
665912;64Н;2500;
665890;64Н;2500;
941598;64Н;2500;
665909;64Н;2500;
665902;64Н;2500;
665900;64Н;2500;
665904;64Н;2500;
665690;64Н;2500;
665898;64Н;2500;
2145903;64ЧМ;2500;
2145904;64ЧМ;2500;
2145906;64ЧМ;2500;
2145908;64ЧМ;2500;
2145909;64ЧМ;2500;
2146165;64ЧМ;2500;
2146167;64ЧМ;2500;
2146169;64ЧМ;2500;
2146171;64ЧМ;2500;
2146173;64ЧМ;2500;
2146175;64ЧМ;2500;
2146177;64ЧМ;2500;
2146179;64ЧМ;2500;
2146181;64ЧМ;2500;
2146183;64ЧМ;2500;
408754;64Б;2500;
408771;64Б;2500;
408758;64Б;2500;
408749;64Б;2500;
408798;64Б;2500;
408776;64Б;2500;
408807;64Б;2500;
408762;64Б;2500;
408803;64Б;2500;
408789;64Б;2500;
408784;64Б;2500;
408793;64Б;2500;
408767;64Б;2500;
408780;64Б;2500;
665914;66Н;2500;
2146185;66ЧМ;2500;
408812;66Б;2500;
40146;604А;3155;
40147;604Н;2955;
40150;606А;3155;
40302;606А;3155;
40304;606А;3155;
2031781;606АМ;3155;
40301;606Н;2955;
40303;606Н;2955;
40305;606Н;2955;
2041416;84ПЛ;3155;
762243;84ПЛ;3155;
828791;84ПЛ;3155;
2041417;84ПЛ;3155;
2131830;84ПЛ;3155;
2054084;84ПЛ;3155;
2167491;84ПЛ;3155;
903584;84АМ;3155;
941907;84АМ;3155;
759255;84АМ;3155;
2054085;84АМ;3155;
941904;84АМ;3155;
63182;84АМ;3155;
941620;85ПЛ;3155;
938856;85ПЛ;3155;
948230;85ПЛ;3155;
2123950;85ПЛ;3155;
2167492;85ПЛ;3155;
2186334;85ПЛ;3155;
2054595;85АМ;3155;
830813;85АМ;3155;
2167493;85АМ;3155;
2186333;85АМ;3155;
63183;86ПЛ;3155;
675811;86АМ;3155;
675809;86АМ;3155;
758611;84Н;2955;
766825;84Н;2955;
763966;84Н;2955;
820366;84Н;2955;
777720;84Н;2955;
758613;84Н;2955;
759256;84Н;2955;
2069230;84Н;2955;
759254;84Н;2955;
943945;84ЧМ;2955;
2167499;84ЧМ;2955;
939666;84Б;2955;
938857;85Н;2955;
938271;85Н;2955;
